姓名,姓氏,字辈,性别,排序,出生日期,逝世日期,是否离世,籍贯,职业,父亲,母亲,配偶,是否入赘,是否招夫养子,生平简介,突出事迹
毓65081,孔,毓,男,26,1237-01-01,1303-01-01,是,江苏,农,振64100,,,,,,
毓65082,孔,毓,男,72,1248-01-01,1317-01-01,是,山东,官员,振64064,,,,,,
毓65083,孔,毓,男,29,1251-01-01,1328-01-01,是,曲阜,官员,振64147,,,,,,
毓65084,孔,毓,男,74,1232-01-01,1302-01-01,是,山东,农,振64051,,,,,,
毓65085,孔,毓,男,24,1247-01-01,1316-01-01,是,山东,农,振64131,,,,,,
毓65086,孔,毓,男,43,1249-01-01,1339-01-01,是,曲阜,儒,振64001,,,,,,
毓65087,孔,毓,男,88,1232-01-01,1314-01-01,是,安徽,儒,振64064,,,,,,
毓65088,孔,毓,男,65,1234-01-01,1300-01-01,是,山东,商,振64149,,,,,,
毓65089,孔,毓,男,83,1237-01-01,1327-01-01,是,山东,农,振64100,,,,,,
毓65090,孔,毓,男,25,1249-01-01,1315-01-01,是,江苏,官员,振64021,,,,,,
毓65091,孔,毓,男,65,1234-01-01,1315-01-01,是,曲阜,学者,振64102,,,,,,
毓65092,孔,毓,男,96,1251-01-01,1331-01-01,是,安徽,学者,振64002,,,,,,
毓65093,孔,毓,男,81,1235-01-01,1314-01-01,是,山东,工,振64000,,,,,,
毓65094,孔,毓,男,69,1243-01-01,1321-01-01,是,山东,官员,振64119,,,,,,
毓65095,孔,毓,男,60,1232-01-01,1310-01-01,是,江苏,工,振64107,,,,,,
毓65096,孔,毓,男,86,1242-01-01,1332-01-01,是,浙江,学者,振64025,,,,,,
毓65097,孔,毓,男,98,1249-01-01,1334-01-01,是,浙江,学者,振64093,,,,,,
毓65098,孔,毓,男,54,1246-01-01,1332-01-01,是,河南,工,振64062,,,,,,
毓65099,孔,毓,男,35,1239-01-01,1305-01-01,是,江苏,学者,振64141,,,,,,
毓65100,孔,毓,男,97,1246-01-01,1315-01-01,是,浙江,学者,振64112,,,,,,
毓65101,孔,毓,男,6,1248-01-01,1309-01-01,是,曲阜,商,振64049,,,,,,
毓65102,孔,毓,男,40,1235-01-01,1305-01-01,是,浙江,工,振64035,,,,,,
毓65103,孔,毓,男,2,1240-01-01,1323-01-01,是,山东,学者,振64007,,,,,,
毓65104,孔,毓,男,77,1234-01-01,1322-01-01,是,曲阜,士,振64089,,,,,,
毓65105,孔,毓,男,100,1252-01-01,1324-01-01,是,江苏,学者,振64012,,,,,,
毓65106,孔,毓,男,44,1240-01-01,1313-01-01,是,河南,商,振64048,,,,,,
毓65107,孔,毓,男,16,1251-01-01,1314-01-01,是,山东,官员,振64115,,,,,,
毓65108,孔,毓,男,8,1238-01-01,1325-01-01,是,曲阜,学者,振64015,,,,,,
毓65109,孔,毓,男,99,1247-01-01,1310-01-01,是,山东,工,振64086,,,,,,
毓65110,孔,毓,男,57,1249-01-01,1335-01-01,是,曲阜,儒,振64136,,,,,,
毓65111,孔,毓,男,1,1235-01-01,1310-01-01,是,河南,农,振64118,,,,,,
毓65112,孔,毓,男,21,1242-01-01,1315-01-01,是,山东,儒,振64087,,,,,,
毓65113,孔,毓,男,70,1245-01-01,1323-01-01,是,安徽,士,振64096,,,,,,
毓65114,孔,毓,男,80,1250-01-01,1326-01-01,是,浙江,商,振64106,,,,,,
毓65115,孔,毓,男,14,1233-01-01,1303-01-01,是,河南,儒,振64110,,,,,,
毓65116,孔,毓,男,56,1252-01-01,1342-01-01,是,曲阜,官员,振64011,,,,,,
毓65117,孔,毓,男,59,1245-01-01,1334-01-01,是,河南,士,振64139,,,,,,
毓65118,孔,毓,男,90,1243-01-01,1309-01-01,是,河南,商,振64094,,,,,,
毓65119,孔,毓,男,26,1248-01-01,1311-01-01,是,曲阜,农,振64068,,,,,,
毓65120,孔,毓,男,92,1247-01-01,1323-01-01,是,曲阜,士,振64059,,,,,,
毓65121,孔,毓,男,80,1238-01-01,1317-01-01,是,山东,儒,振64014,,,,,,
毓65122,孔,毓,男,9,1235-01-01,1296-01-01,是,山东,儒,振64046,,,,,,
毓65123,孔,毓,男,42,1248-01-01,1329-01-01,是,江苏,士,振64147,,,,,,
毓65124,孔,毓,男,89,1243-01-01,1310-01-01,是,曲阜,农,振64064,,,,,,
毓65125,孔,毓,男,53,1248-01-01,1334-01-01,是,浙江,儒,振64063,,,,,,
毓65126,孔,毓,男,60,1248-01-01,1324-01-01,是,安徽,儒,振64069,,,,,,
毓65127,孔,毓,男,16,1248-01-01,1335-01-01,是,山东,学者,振64120,,,,,,
毓65128,孔,毓,男,75,1248-01-01,1334-01-01,是,曲阜,官员,振64036,,,,,,
毓65129,孔,毓,男,26,1234-01-01,1294-01-01,是,安徽,农,振64088,,,,,,
毓65130,孔,毓,男,65,1244-01-01,1313-01-01,是,山东,商,振64057,,,,,,
毓65131,孔,毓,男,79,1252-01-01,1341-01-01,是,河南,工,振64028,,,,,,
毓65132,孔,毓,男,79,1242-01-01,1327-01-01,是,安徽,工,振64102,,,,,,
毓65133,孔,毓,男,43,1247-01-01,1312-01-01,是,浙江,农,振64123,,,,,,
毓65134,孔,毓,男,95,1240-01-01,1311-01-01,是,曲阜,学者,振64092,,,,,,
毓65135,孔,毓,男,53,1244-01-01,1319-01-01,是,山东,官员,振64011,,,,,,
毓65136,孔,毓,男,54,1243-01-01,1316-01-01,是,江苏,学者,振64058,,,,,,
毓65137,孔,毓,男,97,1235-01-01,1299-01-01,是,山东,学者,振64067,,,,,,
毓65138,孔,毓,男,73,1246-01-01,1324-01-01,是,曲阜,官员,振64081,,,,,,
毓65139,孔,毓,男,56,1235-01-01,1314-01-01,是,河南,儒,振64087,,,,,,
毓65140,孔,毓,男,88,1238-01-01,1328-01-01,是,山东,农,振64070,,,,,,
毓65141,孔,毓,男,55,1236-01-01,1308-01-01,是,江苏,工,振64041,,,,,,
毓65142,孔,毓,男,46,1252-01-01,1326-01-01,是,江苏,官员,振64108,,,,,,
毓65143,孔,毓,男,15,1246-01-01,1336-01-01,是,安徽,农,振64045,,,,,,
毓65144,孔,毓,男,2,1237-01-01,1299-01-01,是,江苏,士,振64085,,,,,,
毓65145,孔,毓,男,59,1233-01-01,1302-01-01,是,江苏,儒,振64047,,,,,,
毓65146,孔,毓,男,40,1234-01-01,1320-01-01,是,曲阜,学者,振64121,,,,,,
毓65147,孔,毓,男,54,1240-01-01,1318-01-01,是,河南,工,振64138,,,,,,
毓65148,孔,毓,男,32,1245-01-01,1313-01-01,是,浙江,学者,振64023,,,,,,
毓65149,孔,毓,男,39,1242-01-01,1323-01-01,是,安徽,商,振64049,,,,,,
传66000,孔,传,男,61,1278-01-01,1352-01-01,是,山东,商,毓65118,,,,,,
传66001,孔,传,男,42,1280-01-01,1345-01-01,是,浙江,农,毓65067,,,,,,
传66002,孔,传,男,48,1262-01-01,1339-01-01,是,安徽,工,毓65077,,,,,,
传66003,孔,传,男,13,1269-01-01,1354-01-01,是,安徽,官员,毓65144,,,,,,
传66004,孔,传,男,16,1267-01-01,1350-01-01,是,江苏,学者,毓65088,,,,,,
传66005,孔,传,男,82,1278-01-01,1357-01-01,是,江苏,儒,毓65024,,,,,,
传66006,孔,传,男,61,1275-01-01,1355-01-01,是,河南,学者,毓65023,,,,,,
传66007,孔,传,男,71,1274-01-01,1336-01-01,是,江苏,儒,毓65072,,,,,,
传66008,孔,传,男,10,1275-01-01,1339-01-01,是,浙江,学者,毓65067,,,,,,
传66009,孔,传,男,13,1276-01-01,1353-01-01,是,安徽,士,毓65036,,,,,,
传66010,孔,传,男,87,1262-01-01,1349-01-01,是,山东,士,毓65025,,,,,,
传66011,孔,传,男,44,1280-01-01,1343-01-01,是,山东,农,毓65089,,,,,,
传66012,孔,传,男,24,1261-01-01,1338-01-01,是,河南,儒,毓65123,,,,,,
传66013,孔,传,男,38,1263-01-01,1338-01-01,是,安徽,官员,毓65020,,,,,,
传66014,孔,传,男,90,1269-01-01,1346-01-01,是,河南,儒,毓65015,,,,,,
传66015,孔,传,男,46,1262-01-01,1324-01-01,是,浙江,农,毓65126,,,,,,
传66016,孔,传,男,83,1279-01-01,1350-01-01,是,浙江,儒,毓65012,,,,,,
传66017,孔,传,男,17,1280-01-01,1368-01-01,是,江苏,官员,毓65121,,,,,,
传66018,孔,传,男,70,1272-01-01,1346-01-01,是,浙江,士,毓65104,,,,,,
传66019,孔,传,男,6,1267-01-01,1338-01-01,是,河南,工,毓65125,,,,,,
传66020,孔,传,男,11,1279-01-01,1347-01-01,是,曲阜,商,毓65032,,,,,,
传66021,孔,传,男,32,1280-01-01,1344-01-01,是,河南,官员,毓65050,,,,,,
传66022,孔,传,男,51,1265-01-01,1350-01-01,是,浙江,工,毓65135,,,,,,
传66023,孔,传,男,46,1265-01-01,1340-01-01,是,江苏,工,毓65036,,,,,,
传66024,孔,传,男,98,1263-01-01,1339-01-01,是,江苏,儒,毓65109,,,,,,
传66025,孔,传,男,28,1276-01-01,1349-01-01,是,山东,学者,毓65040,,,,,,
传66026,孔,传,男,39,1262-01-01,1337-01-01,是,山东,农,毓65136,,,,,,
传66027,孔,传,男,19,1265-01-01,1354-01-01,是,曲阜,儒,毓65132,,,,,,
传66028,孔,传,男,5,1271-01-01,1338-01-01,是,浙江,官员,毓65141,,,,,,
传66029,孔,传,男,60,1261-01-01,1324-01-01,是,江苏,农,毓65124,,,,,,
传66030,孔,传,男,38,1261-01-01,1328-01-01,是,曲阜,工,毓65061,,,,,,
传66031,孔,传,男,24,1270-01-01,1344-01-01,是,曲阜,儒,毓65039,,,,,,
传66032,孔,传,男,29,1262-01-01,1329-01-01,是,江苏,工,毓65032,,,,,,
传66033,孔,传,男,5,1266-01-01,1341-01-01,是,山东,学者,毓65016,,,,,,
传66034,孔,传,男,97,1276-01-01,1361-01-01,是,河南,学者,毓65063,,,,,,
传66035,孔,传,男,85,1260-01-01,1343-01-01,是,江苏,官员,毓65109,,,,,,
传66036,孔,传,男,76,1280-01-01,1369-01-01,是,山东,官员,毓65023,,,,,,
传66037,孔,传,男,12,1267-01-01,1353-01-01,是,浙江,官员,毓65104,,,,,,
传66038,孔,传,男,62,1269-01-01,1353-01-01,是,浙江,学者,毓65041,,,,,,
传66039,孔,传,男,94,1269-01-01,1337-01-01,是,河南,学者,毓65073,,,,,,
传66040,孔,传,男,98,1265-01-01,1339-01-01,是,曲阜,士,毓65045,,,,,,
传66041,孔,传,男,57,1279-01-01,1362-01-01,是,曲阜,学者,孔广2,,,,,,
传66042,孔,传,男,22,1267-01-01,1328-01-01,是,曲阜,商,毓65109,,,,,,
传66043,孔,传,男,35,1267-01-01,1332-01-01,是,山东,学者,毓65112,,,,,,
传66044,孔,传,男,29,1260-01-01,1345-01-01,是,山东,儒,毓65031,,,,,,
传66045,孔,传,男,67,1270-01-01,1350-01-01,是,山东,官员,毓65038,,,,,,
传66046,孔,传,男,87,1280-01-01,1368-01-01,是,曲阜,农,毓65113,,,,,,
传66047,孔,传,男,14,1271-01-01,1350-01-01,是,安徽,工,毓65036,,,,,,
传66048,孔,传,男,74,1275-01-01,1341-01-01,是,安徽,工,毓65064,,,,,,
传66049,孔,传,男,25,1266-01-01,1342-01-01,是,山东,官员,毓65090,,,,,,
传66050,孔,传,男,59,1265-01-01,1331-01-01,是,安徽,工,毓65108,,,,,,
传66051,孔,传,男,60,1272-01-01,1339-01-01,是,浙江,商,毓65148,,,,,,
传66052,孔,传,男,22,1268-01-01,1344-01-01,是,江苏,农,毓65112,,,,,,
传66053,孔,传,男,41,1265-01-01,1350-01-01,是,河南,学者,毓65106,,,,,,
传66054,孔,传,男,71,1268-01-01,1347-01-01,是,浙江,农,毓65057,,,,,,
传66055,孔,传,男,67,1271-01-01,1339-01-01,是,浙江,官员,毓65059,,,,,,
传66056,孔,传,男,9,1260-01-01,1327-01-01,是,安徽,商,毓65098,,,,,,
传66057,孔,传,男,10,1272-01-01,1345-01-01,是,江苏,工,毓65099,,,,,,
传66058,孔,传,男,14,1270-01-01,1350-01-01,是,曲阜,官员,毓65012,,,,,,
传66059,孔,传,男,24,1267-01-01,1335-01-01,是,河南,学者,毓65035,,,,,,
传66060,孔,传,男,5,1278-01-01,1350-01-01,是,河南,儒,毓65065,,,,,,
传66061,孔,传,男,69,1265-01-01,1344-01-01,是,江苏,儒,毓65057,,,,,,
传66062,孔,传,男,47,1266-01-01,1336-01-01,是,山东,学者,毓65064,,,,,,
传66063,孔,传,男,37,1274-01-01,1336-01-01,是,曲阜,学者,毓65137,,,,,,
传66064,孔,传,男,73,1266-01-01,1346-01-01,是,曲阜,学者,毓65048,,,,,,
传66065,孔,传,男,18,1263-01-01,1349-01-01,是,江苏,学者,毓65123,,,,,,
传66066,孔,传,男,15,1277-01-01,1341-01-01,是,曲阜,官员,毓65096,,,,,,
传66067,孔,传,男,72,1268-01-01,1358-01-01,是,安徽,学者,毓65098,,,,,,
传66068,孔,传,男,57,1262-01-01,1344-01-01,是,山东,商,毓65125,,,,,,
传66069,孔,传,男,57,1261-01-01,1331-01-01,是,曲阜,儒,毓65130,,,,,,
传66070,孔,传,男,80,1264-01-01,1343-01-01,是,浙江,农,毓65005,,,,,,
传66071,孔,传,男,74,1275-01-01,1348-01-01,是,安徽,士,毓65141,,,,,,
传66072,孔,传,男,99,1266-01-01,1331-01-01,是,山东,士,毓65132,,,,,,
传66073,孔,传,男,5,1276-01-01,1357-01-01,是,浙江,官员,毓65119,,,,,,
传66074,孔,传,男,8,1260-01-01,1349-01-01,是,曲阜,商,毓65015,,,,,,
传66075,孔,传,男,36,1270-01-01,1355-01-01,是,安徽,儒,毓65009,,,,,,
传66076,孔,传,男,20,1274-01-01,1353-01-01,是,浙江,儒,毓65131,,,,,,
传66077,孔,传,男,82,1267-01-01,1331-01-01,是,浙江,商,毓65085,,,,,,
传66078,孔,传,男,58,1265-01-01,1349-01-01,是,山东,商,毓65114,,,,,,
传66079,孔,传,男,78,1272-01-01,1352-01-01,是,安徽,工,毓65021,,,,,,
传66080,孔,传,男,35,1274-01-01,1341-01-01,是,山东,工,毓65049,,,,,,
传66081,孔,传,男,87,1263-01-01,1343-01-01,是,安徽,学者,毓65023,,,,,,
传66082,孔,传,男,15,1274-01-01,1355-01-01,是,河南,学者,毓65110,,,,,,
传66083,孔,传,男,33,1272-01-01,1336-01-01,是,河南,学者,毓65030,,,,,,
传66084,孔,传,男,50,1261-01-01,1338-01-01,是,江苏,儒,毓65054,,,,,,
传66085,孔,传,男,61,1260-01-01,1335-01-01,是,浙江,官员,毓65117,,,,,,
传66086,孔,传,男,50,1263-01-01,1345-01-01,是,河南,农,毓65059,,,,,,
传66087,孔,传,男,30,1262-01-01,1339-01-01,是,曲阜,儒,毓65083,,,,,,
传66088,孔,传,男,50,1268-01-01,1340-01-01,是,安徽,士,毓65007,,,,,,
传66089,孔,传,男,12,1269-01-01,1331-01-01,是,安徽,士,毓65139,,,,,,
传66090,孔,传,男,18,1272-01-01,1350-01-01,是,曲阜,商,毓65083,,,,,,
传66091,孔,传,男,27,1271-01-01,1356-01-01,是,江苏,官员,毓65037,,,,,,
传66092,孔,传,男,71,1272-01-01,1334-01-01,是,浙江,学者,毓65086,,,,,,
传66093,孔,传,男,55,1264-01-01,1337-01-01,是,河南,农,毓65071,,,,,,
传66094,孔,传,男,75,1263-01-01,1336-01-01,是,河南,儒,毓65088,,,,,,
传66095,孔,传,男,52,1275-01-01,1336-01-01,是,山东,儒,毓65103,,,,,,
传66096,孔,传,男,8,1264-01-01,1346-01-01,是,河南,士,毓65055,,,,,,
传66097,孔,传,男,95,1271-01-01,1358-01-01,是,曲阜,官员,毓65149,,,,,,
传66098,孔,传,男,29,1268-01-01,1339-01-01,是,江苏,工,毓65019,,,,,,
传66099,孔,传,男,44,1275-01-01,1355-01-01,是,江苏,士,毓65063,,,,,,
传66100,孔,传,男,43,1273-01-01,1350-01-01,是,安徽,农,毓65010,,,,,,
传66101,孔,传,男,17,1262-01-01,1349-01-01,是,曲阜,农,毓65007,,,,,,
传66102,孔,传,男,20,1274-01-01,1352-01-01,是,江苏,士,毓65132,,,,,,
传66103,孔,传,男,88,1270-01-01,1359-01-01,是,浙江,农,毓65027,,,,,,
传66104,孔,传,男,66,1263-01-01,1349-01-01,是,山东,士,毓65093,,,,,,
传66105,孔,传,男,78,1272-01-01,1335-01-01,是,浙江,工,毓65100,,,,,,
传66106,孔,传,男,42,1261-01-01,1333-01-01,是,曲阜,商,毓65059,,,,,,
传66107,孔,传,男,50,1276-01-01,1342-01-01,是,河南,儒,毓65045,,,,,,
传66108,孔,传,男,12,1271-01-01,1334-01-01,是,曲阜,学者,毓65039,,,,,,
传66109,孔,传,男,52,1263-01-01,1351-01-01,是,曲阜,学者,毓65010,,,,,,
传66110,孔,传,男,60,1272-01-01,1344-01-01,是,安徽,学者,毓65105,,,,,,
传66111,孔,传,男,2,1276-01-01,1347-01-01,是,曲阜,士,毓65035,,,,,,
传66112,孔,传,男,100,1277-01-01,1353-01-01,是,浙江,儒,毓65008,,,,,,
传66113,孔,传,男,22,1261-01-01,1340-01-01,是,曲阜,商,毓65064,,,,,,
传66114,孔,传,男,12,1269-01-01,1350-01-01,是,曲阜,农,毓65091,,,,,,
传66115,孔,传,男,48,1267-01-01,1332-01-01,是,浙江,商,毓65015,,,,,,
传66116,孔,传,男,47,1263-01-01,1350-01-01,是,安徽,农,毓65089,,,,,,
传66117,孔,传,男,57,1267-01-01,1337-01-01,是,河南,学者,毓65058,,,,,,
传66118,孔,传,男,13,1269-01-01,1359-01-01,是,浙江,儒,毓65056,,,,,,
传66119,孔,传,男,83,1278-01-01,1367-01-01,是,河南,儒,毓65099,,,,,,
传66120,孔,传,男,73,1262-01-01,1346-01-01,是,曲阜,学者,毓65036,,,,,,
传66121,孔,传,男,81,1271-01-01,1354-01-01,是,河南,学者,毓65089,,,,,,
传66122,孔,传,男,32,1261-01-01,1330-01-01,是,安徽,儒,毓65012,,,,,,
传66123,孔,传,男,29,1280-01-01,1345-01-01,是,曲阜,儒,毓65136,,,,,,
传66124,孔,传,男,78,1262-01-01,1345-01-01,是,安徽,官员,毓65009,,,,,,
传66125,孔,传,男,5,1275-01-01,1351-01-01,是,浙江,官员,毓65080,,,,,,
传66126,孔,传,男,38,1276-01-01,1341-01-01,是,浙江,官员,毓65018,,,,,,
传66127,孔,传,男,38,1260-01-01,1332-01-01,是,安徽,商,毓65064,,,,,,
传66128,孔,传,男,82,1275-01-01,1339-01-01,是,江苏,商,毓65036,,,,,,
传66129,孔,传,男,26,1264-01-01,1339-01-01,是,山东,工,毓65048,,,,,,
传66130,孔,传,男,53,1268-01-01,1355-01-01,是,曲阜,士,毓65123,,,,,,
传66131,孔,传,男,15,1271-01-01,1358-01-01,是,浙江,农,毓65046,,,,,,
传66132,孔,传,男,2,1277-01-01,1347-01-01,是,山东,学者,毓65042,,,,,,
传66133,孔,传,男,43,1266-01-01,1336-01-01,是,江苏,工,毓65010,,,,,,
传66134,孔,传,男,74,1264-01-01,1348-01-01,是,山东,官员,毓65016,,,,,,
传66135,孔,传,男,72,1272-01-01,1353-01-01,是,河南,农,毓65112,,,,,,
传66136,孔,传,男,36,1268-01-01,1358-01-01,是,山东,农,毓65148,,,,,,
传66137,孔,传,男,13,1269-01-01,1336-01-01,是,浙江,儒,毓65095,,,,,,
传66138,孔,传,男,57,1269-01-01,1337-01-01,是,山东,农,毓65019,,,,,,
传66139,孔,传,男,94,1265-01-01,1354-01-01,是,山东,学者,毓65127,,,,,,
传66140,孔,传,男,79,1270-01-01,1350-01-01,是,浙江,学者,毓65031,,,,,,
传66141,孔,传,男,49,1277-01-01,1366-01-01,是,山东,学者,毓65148,,,,,,
传66142,孔,传,男,26,1261-01-01,1337-01-01,是,山东,商,毓65113,,,,,,
传66143,孔,传,男,76,1277-01-01,1344-01-01,是,河南,农,毓65137,,,,,,
传66144,孔,传,男,61,1279-01-01,1353-01-01,是,江苏,士,毓65021,,,,,,
传66145,孔,传,男,14,1266-01-01,1332-01-01,是,曲阜,官员,毓65004,,,,,,
传66146,孔,传,男,63,1270-01-01,1339-01-01,是,曲阜,工,毓65034,,,,,,
传66147,孔,传,男,27,1279-01-01,1369-01-01,是,安徽,商,毓65004,,,,,,
传66148,孔,传,男,51,1261-01-01,1346-01-01,是,浙江,官员,毓65111,,,,,,
传66149,孔,传,男,95,1262-01-01,1352-01-01,是,河南,工,毓65090,,,,,,
广67000,孔,广,男,55,1291-01-01,1376-01-01,是,曲阜,儒,传66112,,,,,,
广67001,孔,广,男,72,1294-01-01,1365-01-01,是,江苏,工,传66115,,,,,,
广67002,孔,广,男,3,1288-01-01,1378-01-01,是,江苏,士,传66104,,,,,,
广67003,孔,广,男,41,1300-01-01,1365-01-01,是,河南,农,传66041,,,,,,
广67004,孔,广,男,97,1297-01-01,1370-01-01,是,浙江,学者,传66102,,,,,,
广67005,孔,广,男,2,1296-01-01,1373-01-01,是,河南,学者,传66092,,,,,,
广67006,孔,广,男,66,1307-01-01,1388-01-01,是,江苏,商,传66047,,,,,,
广67007,孔,广,男,13,1292-01-01,1379-01-01,是,安徽,官员,传66146,,,,,,
广67008,孔,广,男,58,1291-01-01,1361-01-01,是,浙江,商,传66003,,,,,,
广67009,孔,广,男,46,1297-01-01,1371-01-01,是,江苏,儒,传66091,,,,,,
广67010,孔,广,男,1,1298-01-01,1362-01-01,是,河南,学者,传66008,,,,,,
广67011,孔,广,男,35,1294-01-01,1384-01-01,是,浙江,农,传66032,,,,,,
广67012,孔,广,男,78,1308-01-01,1395-01-01,是,安徽,商,传66013,,,,,,
广67013,孔,广,男,8,1308-01-01,1368-01-01,是,安徽,商,传66106,,,,,,
广67014,孔,广,男,38,1294-01-01,1364-01-01,是,安徽,儒,传66002,,,,,,
广67015,孔,广,男,82,1290-01-01,1371-01-01,是,江苏,儒,传66094,,,,,,
广67016,孔,广,男,27,1301-01-01,1383-01-01,是,江苏,儒,传66117,,,,,,
广67017,孔,广,男,66,1288-01-01,1367-01-01,是,山东,儒,传66066,,,,,,
广67018,孔,广,男,72,1308-01-01,1394-01-01,是,安徽,儒,传66107,,,,,,
广67019,孔,广,男,11,1298-01-01,1364-01-01,是,安徽,士,传66124,,,,,,
广67020,孔,广,男,2,1304-01-01,1385-01-01,是,曲阜,工,传66095,,,,,,
广67021,孔,广,男,94,1307-01-01,1379-01-01,是,江苏,农,传66058,,,,,,
广67022,孔,广,男,59,1300-01-01,1387-01-01,是,曲阜,农,传66130,,,,,,
广67023,孔,广,男,13,1300-01-01,1385-01-01,是,山东,农,传66098,,,,,,
广67024,孔,广,男,96,1306-01-01,1385-01-01,是,浙江,农,传66102,,,,,,
广67025,孔,广,男,54,1304-01-01,1375-01-01,是,河南,学者,传66131,,,,,,
广67026,孔,广,男,87,1288-01-01,1352-01-01,是,山东,工,传66147,,,,,,
广67027,孔,广,男,50,1298-01-01,1370-01-01,是,江苏,儒,传66115,,,,,,
广67028,孔,广,男,55,1305-01-01,1379-01-01,是,曲阜,学者,传66119,,,,,,
广67029,孔,广,男,7,1289-01-01,1362-01-01,是,河南,学者,传66059,,,,,,
广67030,孔,广,男,1,1293-01-01,1355-01-01,是,河南,士,传66116,,,,,,
广67031,孔,广,男,13,1294-01-01,1383-01-01,是,山东,官员,传66059,,,,,,
广67032,孔,广,男,34,1288-01-01,1349-01-01,是,山东,士,传66006,,,,,,
广67033,孔,广,男,35,1288-01-01,1350-01-01,是,山东,商,传66098,,,,,,
广67034,孔,广,男,3,1305-01-01,1395-01-01,是,浙江,工,传66008,,,,,,
广67035,孔,广,男,52,1294-01-01,1376-01-01,是,曲阜,商,传66127,,,,,,
广67036,孔,广,男,4,1305-01-01,1365-01-01,是,江苏,儒,传66149,,,,,,
广67037,孔,广,男,25,1307-01-01,1375-01-01,是,安徽,工,传66008,,,,,,
广67038,孔,广,男,55,1297-01-01,1387-01-01,是,安徽,儒,传66050,,,,,,
广67039,孔,广,男,13,1301-01-01,1379-01-01,是,曲阜,工,传66049,,,,,,
广67040,孔,广,男,88,1306-01-01,1383-01-01,是,江苏,农,传66034,,,,,,
广67041,孔,广,男,61,1291-01-01,1365-01-01,是,河南,工,传66008,,,,,,
广67042,孔,广,男,71,1297-01-01,1359-01-01,是,山东,工,传66094,,,,,,
广67043,孔,广,男,67,1296-01-01,1384-01-01,是,浙江,农,传66110,,,,,,
广67044,孔,广,男,29,1297-01-01,1367-01-01,是,浙江,儒,传66025,,,,,,
广67045,孔,广,男,57,1296-01-01,1382-01-01,是,安徽,儒,传66100,,,,,,
广67046,孔,广,男,48,1307-01-01,1370-01-01,是,浙江,商,传66037,,,,,,
广67047,孔,广,男,6,1288-01-01,1349-01-01,是,山东,农,传66111,,,,,,
广67048,孔,广,男,73,1293-01-01,1355-01-01,是,曲阜,工,传66007,,,,,,
广67049,孔,广,男,18,1291-01-01,1379-01-01,是,山东,工,传66093,,,,,,
广67050,孔,广,男,25,1288-01-01,1366-01-01,是,江苏,官员,传66149,,,,,,
广67051,孔,广,男,6,1308-01-01,1392-01-01,是,安徽,士,传66098,,,,,,
广67052,孔,广,男,54,1294-01-01,1357-01-01,是,河南,官员,传66070,,,,,,
广67053,孔,广,男,64,1291-01-01,1354-01-01,是,山东,儒,传66139,,,,,,
广67054,孔,广,男,22,1308-01-01,1392-01-01,是,曲阜,士,传66033,,,,,,
广67055,孔,广,男,6,1293-01-01,1364-01-01,是,曲阜,官员,传66098,,,,,,
广67056,孔,广,男,90,1295-01-01,1381-01-01,是,曲阜,士,传66083,,,,,,
广67057,孔,广,男,68,1299-01-01,1376-01-01,是,浙江,士,传66048,,,,,,
广67058,孔,广,男,85,1303-01-01,1383-01-01,是,安徽,儒,传66104,,,,,,
广67059,孔,广,男,47,1299-01-01,1384-01-01,是,山东,官员,传66102,,,,,,
广67060,孔,广,男,18,1289-01-01,1349-01-01,是,河南,儒,传66085,,,,,,
广67061,孔,广,男,4,1304-01-01,1365-01-01,是,江苏,商,传66035,,,,,,
广67062,孔,广,男,69,1297-01-01,1377-01-01,是,浙江,商,传66004,,,,,,
广67063,孔,广,男,76,1304-01-01,1375-01-01,是,浙江,官员,传66141,,,,,,
